1,stroop_drewbeatty,.50,key,green,orange,incongruent,upside_down,o,1,1420.0
2,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,1355.0
3,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,547.0
4,stroop_drewbeatty,.50,key,yellow,blue,incongruent,upside_down,b,1,1054.0
5,stroop_drewbeatty,.50,key,blue,orange,incongruent,upright,o,1,865.0
6,stroop_drewbeatty,.50,key,blue,red,incongruent,upside_down,r,1,884.0
7,stroop_drewbeatty,.50,key,green,red,incongruent,upside_down,r,1,848.0
8,stroop_drewbeatty,.50,key,blue,yellow,incongruent,upside_down,y,1,869.0
9,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upside_down,y,1,599.0
10,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upright,y,1,487.0
11,stroop_drewbeatty,.50,key,orange,yellow,incongruent,upside_down,y,1,1065.0
12,stroop_drewbeatty,.50,key,yellow,green,incongruent,upright,g,1,924.0
13,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upright,y,1,736.0
14,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upright,y,1,640.0
15,stroop_drewbeatty,.50,key,red,red,congruent,upright,r,1,976.0
16,stroop_drewbeatty,.50,key,red,red,congruent,upside_down,r,1,606.0
17,stroop_drewbeatty,.50,key,green,green,congruent,upright,g,1,1134.0
18,stroop_drewbeatty,.50,key,red,orange,incongruent,upside_down,o,1,1306.0
19,stroop_drewbeatty,.50,key,blue,green,incongruent,upright,g,1,870.0
20,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,813.0
21,stroop_drewbeatty,.50,key,green,green,congruent,upright,g,1,668.0
22,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,804.0
23,stroop_drewbeatty,.50,key,blue,red,incongruent,upside_down,r,1,872.0
24,stroop_drewbeatty,.50,key,yellow,green,incongruent,upside_down,g,1,895.0
25,stroop_drewbeatty,.50,key,green,green,congruent,upside_down,g,1,480.0
26,stroop_drewbeatty,.50,key,yellow,orange,incongruent,upside_down,o,1,991.0
27,stroop_drewbeatty,.50,key,red,yellow,incongruent,upside_down,y,1,921.0
28,stroop_drewbeatty,.50,key,green,green,congruent,upside_down,g,1,755.0
29,stroop_drewbeatty,.50,key,blue,blue,congruent,upside_down,b,1,898.0
30,stroop_drewbeatty,.50,key,blue,orange,incongruent,upside_down,o,1,1492.0
31,stroop_drewbeatty,.50,key,orange,red,incongruent,upside_down,r,1,1233.0
32,stroop_drewbeatty,.50,key,blue,blue,congruent,upside_down,b,1,1116.0
33,stroop_drewbeatty,.50,key,blue,blue,congruent,upright,b,1,449.0
34,stroop_drewbeatty,.50,key,yellow,orange,incongruent,upside_down,y,0,788.0
35,stroop_drewbeatty,.50,key,red,blue,incongruent,upside_down,b,1,1397.0
36,stroop_drewbeatty,.50,key,blue,orange,incongruent,upright,o,1,1127.0
37,stroop_drewbeatty,.50,key,yellow,red,incongruent,upright,r,1,890.0
38,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,816.0
39,stroop_drewbeatty,.50,key,yellow,red,incongruent,upside_down,r,1,1416.0
40,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,818.0
