trial_num,subj_code,prop_incongruent,resp_type,word,color,trial_type,orientation,resp,is_correct,RT
39,stroop_ZhuolunZhong,.75,key,yellow,green,incongruent,upside_down,g,1,826.0
40,stroop_ZhuolunZhong,.75,key,orange,orange,congruent,upright,o,1,1341.0
41,stroop_ZhuolunZhong,.75,key,blue,blue,congruent,upside_down,b,1,570.0
42,stroop_ZhuolunZhong,.75,key,yellow,blue,incongruent,upside_down,b,1,555.0
43,stroop_ZhuolunZhong,.75,key,blue,blue,congruent,upright,b,1,401.0
44,stroop_ZhuolunZhong,.75,key,yellow,blue,incongruent,upright,b,1,449.0
45,stroop_ZhuolunZhong,.75,key,yellow,yellow,congruent,upside_down,y,1,967.0
46,stroop_ZhuolunZhong,.75,key,orange,orange,congruent,upside_down,o,1,870.0
47,stroop_ZhuolunZhong,.75,key,orange,yellow,incongruent,upside_down,y,1,973.0
48,stroop_ZhuolunZhong,.75,key,orange,green,incongruent,upright,g,1,1199.0
49,stroop_ZhuolunZhong,.75,key,green,red,incongruent,upright,r,1,793.0
50,stroop_ZhuolunZhong,.75,key,blue,yellow,incongruent,upright,y,1,1069.0
51,stroop_ZhuolunZhong,.75,key,green,green,congruent,upside_down,g,1,762.0
52,stroop_ZhuolunZhong,.75,key,blue,orange,incongruent,upright,b,0,885.0
53,stroop_ZhuolunZhong,.75,key,green,red,incongruent,upside_down,r,1,840.0
54,stroop_ZhuolunZhong,.75,key,yellow,yellow,congruent,upright,y,1,1478.0
55,stroop_ZhuolunZhong,.75,key,green,green,congruent,upright,g,1,679.0
56,stroop_ZhuolunZhong,.75,key,orange,yellow,incongruent,upright,y,1,942.0
57,stroop_ZhuolunZhong,.75,key,orange,green,incongruent,upside_down,g,1,988.0
58,stroop_ZhuolunZhong,.75,key,blue,orange,incongruent,upside_down,o,1,1111.0
59,stroop_ZhuolunZhong,.75,key,yellow,yellow,congruent,upright,y,1,602.0
60,stroop_ZhuolunZhong,.75,key,green,green,congruent,upside_down,g,1,789.0
61,stroop_ZhuolunZhong,.75,key,orange,green,incongruent,upside_down,g,1,694.0
62,stroop_ZhuolunZhong,.75,key,green,orange,incongruent,upside_down,o,1,1058.0
63,stroop_ZhuolunZhong,.75,key,yellow,yellow,congruent,upside_down,y,1,563.0
64,stroop_ZhuolunZhong,.75,key,orange,red,incongruent,upright,r,1,975.0
65,stroop_ZhuolunZhong,.75,key,blue,blue,congruent,upright,b,1,625.0
66,stroop_ZhuolunZhong,.75,key,blue,yellow,incongruent,upside_down,y,1,1779.0
67,stroop_ZhuolunZhong,.75,key,green,green,congruent,upright,g,1,665.0
68,stroop_ZhuolunZhong,.75,key,orange,green,incongruent,upright,g,1,1114.0
69,stroop_ZhuolunZhong,.75,key,orange,green,incongruent,upside_down,g,1,438.0
70,stroop_ZhuolunZhong,.75,key,yellow,blue,incongruent,upside_down,b,1,1686.0
71,stroop_ZhuolunZhong,.75,key,blue,yellow,incongruent,upside_down,y,1,1111.0
72,stroop_ZhuolunZhong,.75,key,red,blue,incongruent,upright,b,1,1034.0
73,stroop_ZhuolunZhong,.75,key,orange,green,incongruent,upside_down,g,1,884.0
74,stroop_ZhuolunZhong,.75,key,green,red,incongruent,upright,r,1,772.0
75,stroop_ZhuolunZhong,.75,key,orange,orange,congruent,upright,o,1,779.0
76,stroop_ZhuolunZhong,.75,key,orange,orange,congruent,upside_down,o,1,603.0
77,stroop_ZhuolunZhong,.75,key,blue,red,incongruent,upright,b,0,656.0
78,stroop_ZhuolunZhong,.75,key,orange,orange,congruent,upside_down,o,1,764.0
79,stroop_ZhuolunZhong,.75,key,green,orange,incongruent,upright,o,1,1294.0
80,stroop_ZhuolunZhong,.75,key,yellow,red,incongruent,upside_down,r,1,816.0
81,stroop_ZhuolunZhong,.75,key,orange,blue,incongruent,upside_down,b,1,1025.0
82,stroop_ZhuolunZhong,.75,key,red,yellow,incongruent,upside_down,y,1,782.0
83,stroop_ZhuolunZhong,.75,key,orange,orange,congruent,upside_down,o,1,720.0
84,stroop_ZhuolunZhong,.75,key,blue,blue,congruent,upside_down,b,1,642.0
85,stroop_ZhuolunZhong,.75,key,orange,red,incongruent,upright,r,1,1020.0
86,stroop_ZhuolunZhong,.75,key,red,green,incongruent,upright,g,1,1008.0
87,stroop_ZhuolunZhong,.75,key,blue,blue,congruent,upright,b,1,567.0
88,stroop_ZhuolunZhong,.75,key,red,blue,incongruent,upright,b,1,493.0
89,stroop_ZhuolunZhong,.75,key,red,blue,incongruent,upright,b,1,386.0
90,stroop_ZhuolunZhong,.75,key,green,yellow,incongruent,upside_down,y,1,1052.0
91,stroop_ZhuolunZhong,.75,key,green,red,incongruent,upside_down,r,1,673.0
92,stroop_ZhuolunZhong,.75,key,yellow,red,incongruent,upside_down,r,1,438.0
93,stroop_ZhuolunZhong,.75,key,red,red,congruent,upright,r,1,444.0
94,stroop_ZhuolunZhong,.75,key,blue,blue,congruent,upside_down,b,1,606.0
95,stroop_ZhuolunZhong,.75,key,blue,green,incongruent,upright,y,0,969.0
96,stroop_ZhuolunZhong,.75,key,red,blue,incongruent,upside_down,b,1,910.0
97,stroop_ZhuolunZhong,.75,key,green,blue,incongruent,upright,b,1,639.0
98,stroop_ZhuolunZhong,.75,key,green,red,incongruent,upside_down,r,1,620.0
99,stroop_ZhuolunZhong,.75,key,green,green,congruent,upright,g,1,757.0
100,stroop_ZhuolunZhong,.75,key,green,orange,incongruent,upside_down,o,1,1161.0
1,stroop_andreagraystein,.50,key,blue,blue,congruent,upright,b,1,790.0
2,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upright,y,1,832.0
3,stroop_andreagraystein,.50,key,blue,blue,congruent,upside_down,b,1,650.0
4,stroop_andreagraystein,.50,key,red,orange,incongruent,upside_down,o,1,939.0
5,stroop_andreagraystein,.50,key,red,yellow,incongruent,upright,y,1,836.0
6,stroop_andreagraystein,.50,key,green,green,congruent,upside_down,g,1,643.0
7,stroop_andreagraystein,.50,key,yellow,red,incongruent,upright,r,1,975.0
8,stroop_andreagraystein,.50,key,red,yellow,incongruent,upside_down,y,1,1022.0
9,stroop_andreagraystein,.50,key,orange,blue,incongruent,upright,b,1,800.0
10,stroop_andreagraystein,.50,key,blue,red,incongruent,upside_down,r,1,715.0
11,stroop_andreagraystein,.50,key,red,green,incongruent,upside_down,g,1,711.0
12,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upright,y,1,772.0
13,stroop_andreagraystein,.50,key,red,yellow,incongruent,upside_down,y,1,1027.0
14,stroop_andreagraystein,.50,key,green,blue,incongruent,upright,b,1,820.0
15,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upside_down,y,1,740.0
16,stroop_andreagraystein,.50,key,orange,orange,congruent,upside_down,o,1,762.0
17,stroop_andreagraystein,.50,key,green,yellow,incongruent,upright,y,1,873.0
18,stroop_andreagraystein,.50,key,red,yellow,incongruent,upside_down,y,1,872.0
19,stroop_andreagraystein,.50,key,green,blue,incongruent,upright,b,1,790.0
20,stroop_andreagraystein,.50,key,yellow,orange,incongruent,upside_down,o,1,820.0
21,stroop_andreagraystein,.50,key,green,green,congruent,upright,g,1,593.0
22,stroop_andreagraystein,.50,key,blue,red,incongruent,upside_down,r,1,777.0
23,stroop_andreagraystein,.50,key,green,green,congruent,upright,g,1,548.0
24,stroop_andreagraystein,.50,key,red,blue,incongruent,upright,b,1,816.0
25,stroop_andreagraystein,.50,key,yellow,orange,incongruent,upright,o,1,785.0
26,stroop_andreagraystein,.50,key,red,red,congruent,upside_down,r,1,544.0
27,stroop_andreagraystein,.50,key,green,orange,incongruent,upside_down,o,1,891.0
28,stroop_andreagraystein,.50,key,green,yellow,incongruent,upright,y,1,923.0
29,stroop_andreagraystein,.50,key,blue,blue,congruent,upright,b,1,673.0
30,stroop_andreagraystein,.50,key,yellow,blue,incongruent,upside_down,b,1,805.0
31,stroop_andreagraystein,.50,key,blue,blue,congruent,upright,b,1,620.0
32,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upright,y,1,727.0
33,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upside_down,y,1,753.0
34,stroop_andreagraystein,.50,key,yellow,orange,incongruent,upside_down,o,1,744.0
35,stroop_andreagraystein,.50,key,red,red,congruent,upright,r,1,569.0
36,stroop_andreagraystein,.50,key,orange,blue,incongruent,upside_down,b,1,833.0
37,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upright,y,1,727.0
38,stroop_andreagraystein,.50,key,green,green,congruent,upright,g,1,564.0
39,stroop_andreagraystein,.50,key,orange,orange,congruent,upright,o,1,696.0
40,stroop_andreagraystein,.50,key,yellow,blue,incongruent,upside_down,b,1,674.0
41,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upside_down,y,1,718.0
42,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upside_down,y,1,611.0
43,stroop_andreagraystein,.50,key,green,green,congruent,upside_down,g,1,542.0
44,stroop_andreagraystein,.50,key,green,green,congruent,upright,g,1,569.0
45,stroop_andreagraystein,.50,key,blue,blue,congruent,upside_down,b,1,670.0
46,stroop_andreagraystein,.50,key,orange,blue,incongruent,upside_down,b,1,819.0
47,stroop_andreagraystein,.50,key,red,red,congruent,upright,r,1,502.0
48,stroop_andreagraystein,.50,key,blue,blue,congruent,upright,b,1,628.0
49,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upright,y,1,769.0
50,stroop_andreagraystein,.50,key,yellow,orange,incongruent,upright,o,1,739.0
51,stroop_andreagraystein,.50,key,red,blue,incongruent,upright,b,1,690.0
52,stroop_andreagraystein,.50,key,orange,orange,congruent,upright,o,1,622.0
53,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upside_down,y,1,644.0
54,stroop_andreagraystein,.50,key,blue,orange,incongruent,upside_down,o,1,767.0
55,stroop_andreagraystein,.50,key,green,green,congruent,upright,g,1,609.0
56,stroop_andreagraystein,.50,key,blue,blue,congruent,upside_down,b,1,679.0
57,stroop_andreagraystein,.50,key,green,red,incongruent,upside_down,o,0,575.0
58,stroop_andreagraystein,.50,key,blue,blue,congruent,upside_down,b,1,681.0
59,stroop_andreagraystein,.50,key,orange,orange,congruent,upside_down,o,1,778.0
60,stroop_andreagraystein,.50,key,green,green,congruent,upside_down,g,1,576.0
61,stroop_andreagraystein,.50,key,green,green,congruent,upside_down,g,1,593.0
62,stroop_andreagraystein,.50,key,green,blue,incongruent,upside_down,b,1,767.0
63,stroop_andreagraystein,.50,key,orange,orange,congruent,upside_down,o,1,597.0
64,stroop_andreagraystein,.50,key,blue,red,incongruent,upright,r,1,733.0
65,stroop_andreagraystein,.50,key,red,yellow,incongruent,upside_down,y,1,851.0
66,stroop_andreagraystein,.50,key,yellow,green,incongruent,upright,g,1,704.0
67,stroop_andreagraystein,.50,key,orange,red,incongruent,upright,r,1,742.0
68,stroop_andreagraystein,.50,key,green,green,congruent,upright,g,1,582.0
69,stroop_andreagraystein,.50,key,red,red,congruent,upright,r,1,676.0
70,stroop_andreagraystein,.50,key,yellow,red,incongruent,upside_down,r,1,842.0
71,stroop_andreagraystein,.50,key,yellow,red,incongruent,upside_down,r,1,828.0
72,stroop_andreagraystein,.50,key,green,green,congruent,upright,g,1,641.0
73,stroop_andreagraystein,.50,key,orange,yellow,incongruent,upright,y,1,894.0
74,stroop_andreagraystein,.50,key,green,green,congruent,upright,g,1,538.0
75,stroop_andreagraystein,.50,key,orange,orange,congruent,upright,o,1,612.0
76,stroop_andreagraystein,.50,key,blue,green,incongruent,upside_down,g,1,699.0
77,stroop_andreagraystein,.50,key,green,yellow,incongruent,upside_down,y,1,803.0
78,stroop_andreagraystein,.50,key,orange,orange,congruent,upright,o,1,652.0
79,stroop_andreagraystein,.50,key,blue,blue,congruent,upright,b,1,637.0
80,stroop_andreagraystein,.50,key,yellow,orange,incongruent,upright,y,0,798.0
81,stroop_andreagraystein,.50,key,yellow,yellow,congruent,upright,y,1,701.0
82,stroop_andreagraystein,.50,key,red,red,congruent,upside_down,r,1,573.0
83,stroop_andreagraystein,.50,key,red,yellow,incongruent,upright,y,1,1080.0
84,stroop_andreagraystein,.50,key,red,blue,incongruent,upright,b,1,1071.0
85,stroop_andreagraystein,.50,key,blue,yellow,incongruent,upside_down,y,1,1035.0
86,stroop_andreagraystein,.50,key,green,red,incongruent,upright,r,1,749.0
87,stroop_andreagraystein,.50,key,yellow,orange,incongruent,upside_down,o,1,874.0
88,stroop_andreagraystein,.50,key,blue,orange,incongruent,upside_down,o,1,1377.0
89,stroop_andreagraystein,.50,key,orange,orange,congruent,upside_down,o,1,629.0
90,stroop_andreagraystein,.50,key,blue,blue,congruent,upright,b,1,679.0
91,stroop_andreagraystein,.50,key,blue,blue,congruent,upside_down,b,1,703.0
92,stroop_andreagraystein,.50,key,green,green,congruent,upright,g,1,683.0
93,stroop_andreagraystein,.50,key,yellow,blue,incongruent,upside_down,b,1,1130.0
94,stroop_andreagraystein,.50,key,blue,green,incongruent,upright,g,1,713.0
95,stroop_andreagraystein,.50,key,blue,orange,incongruent,upright,o,1,783.0
96,stroop_andreagraystein,.50,key,orange,blue,incongruent,upside_down,b,1,851.0
97,stroop_andreagraystein,.50,key,orange,yellow,incongruent,upside_down,y,1,824.0
98,stroop_andreagraystein,.50,key,orange,orange,congruent,upright,o,1,700.0
99,stroop_andreagraystein,.50,key,orange,green,incongruent,upside_down,g,1,699.0
100,stroop_andreagraystein,.50,key,red,red,congruent,upside_down,r,1,649.0
1,stroop_drewbeatty,.50,key,green,orange,incongruent,upside_down,o,1,1420.0
2,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,1355.0
3,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,547.0
4,stroop_drewbeatty,.50,key,yellow,blue,incongruent,upside_down,b,1,1054.0
5,stroop_drewbeatty,.50,key,blue,orange,incongruent,upright,o,1,865.0
6,stroop_drewbeatty,.50,key,blue,red,incongruent,upside_down,r,1,884.0
7,stroop_drewbeatty,.50,key,green,red,incongruent,upside_down,r,1,848.0
8,stroop_drewbeatty,.50,key,blue,yellow,incongruent,upside_down,y,1,869.0
9,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upside_down,y,1,599.0
10,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upright,y,1,487.0
11,stroop_drewbeatty,.50,key,orange,yellow,incongruent,upside_down,y,1,1065.0
12,stroop_drewbeatty,.50,key,yellow,green,incongruent,upright,g,1,924.0
13,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upright,y,1,736.0
14,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upright,y,1,640.0
15,stroop_drewbeatty,.50,key,red,red,congruent,upright,r,1,976.0
16,stroop_drewbeatty,.50,key,red,red,congruent,upside_down,r,1,606.0
17,stroop_drewbeatty,.50,key,green,green,congruent,upright,g,1,1134.0
18,stroop_drewbeatty,.50,key,red,orange,incongruent,upside_down,o,1,1306.0
19,stroop_drewbeatty,.50,key,blue,green,incongruent,upright,g,1,870.0
20,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,813.0
21,stroop_drewbeatty,.50,key,green,green,congruent,upright,g,1,668.0
22,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,804.0
23,stroop_drewbeatty,.50,key,blue,red,incongruent,upside_down,r,1,872.0
24,stroop_drewbeatty,.50,key,yellow,green,incongruent,upside_down,g,1,895.0
25,stroop_drewbeatty,.50,key,green,green,congruent,upside_down,g,1,480.0
26,stroop_drewbeatty,.50,key,yellow,orange,incongruent,upside_down,o,1,991.0
27,stroop_drewbeatty,.50,key,red,yellow,incongruent,upside_down,y,1,921.0
28,stroop_drewbeatty,.50,key,green,green,congruent,upside_down,g,1,755.0
29,stroop_drewbeatty,.50,key,blue,blue,congruent,upside_down,b,1,898.0
30,stroop_drewbeatty,.50,key,blue,orange,incongruent,upside_down,o,1,1492.0
31,stroop_drewbeatty,.50,key,orange,red,incongruent,upside_down,r,1,1233.0
32,stroop_drewbeatty,.50,key,blue,blue,congruent,upside_down,b,1,1116.0
33,stroop_drewbeatty,.50,key,blue,blue,congruent,upright,b,1,449.0
34,stroop_drewbeatty,.50,key,yellow,orange,incongruent,upside_down,y,0,788.0
35,stroop_drewbeatty,.50,key,red,blue,incongruent,upside_down,b,1,1397.0
36,stroop_drewbeatty,.50,key,blue,orange,incongruent,upright,o,1,1127.0
37,stroop_drewbeatty,.50,key,yellow,red,incongruent,upright,r,1,890.0
38,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,816.0
39,stroop_drewbeatty,.50,key,yellow,red,incongruent,upside_down,r,1,1416.0
40,stroop_drewbeatty,.50,key,orange,orange,congruent,upright,o,1,818.0
41,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upright,y,1,988.0
42,stroop_drewbeatty,.50,key,red,red,congruent,upside_down,r,1,731.0
43,stroop_drewbeatty,.50,key,green,green,congruent,upright,g,1,772.0
44,stroop_drewbeatty,.50,key,blue,blue,congruent,upright,b,1,719.0
45,stroop_drewbeatty,.50,key,blue,blue,congruent,upright,b,1,396.0
46,stroop_drewbeatty,.50,key,green,green,congruent,upside_down,g,1,769.0
47,stroop_drewbeatty,.50,key,red,red,congruent,upright,r,1,686.0
48,stroop_drewbeatty,.50,key,blue,orange,incongruent,upside_down,o,1,1495.0
49,stroop_drewbeatty,.50,key,blue,blue,congruent,upright,b,1,659.0
50,stroop_drewbeatty,.50,key,orange,orange,congruent,upside_down,o,1,780.0
51,stroop_drewbeatty,.50,key,yellow,blue,incongruent,upright,b,1,957.0
52,stroop_drewbeatty,.50,key,green,red,incongruent,upside_down,r,1,1042.0
53,stroop_drewbeatty,.50,key,yellow,blue,incongruent,upright,b,1,1040.0
54,stroop_drewbeatty,.50,key,blue,blue,congruent,upside_down,b,1,663.0
55,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upright,y,1,692.0
56,stroop_drewbeatty,.50,key,green,red,incongruent,upright,r,1,939.0
57,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upright,y,1,819.0
58,stroop_drewbeatty,.50,key,green,blue,incongruent,upside_down,b,1,1276.0
59,stroop_drewbeatty,.50,key,blue,blue,congruent,upside_down,b,1,660.0
60,stroop_drewbeatty,.50,key,red,yellow,incongruent,upside_down,y,1,1145.0
61,stroop_drewbeatty,.50,key,green,green,congruent,upright,g,1,776.0
62,stroop_drewbeatty,.50,key,orange,orange,congruent,upside_down,o,1,1170.0
63,stroop_drewbeatty,.50,key,green,green,congruent,upside_down,g,1,829.0
64,stroop_drewbeatty,.50,key,yellow,orange,incongruent,upright,o,1,1003.0
65,stroop_drewbeatty,.50,key,yellow,orange,incongruent,upside_down,o,1,727.0
66,stroop_drewbeatty,.50,key,red,orange,incongruent,upright,o,1,1253.0
67,stroop_drewbeatty,.50,key,green,green,congruent,upright,g,1,681.0
68,stroop_drewbeatty,.50,key,red,red,congruent,upside_down,r,1,767.0
69,stroop_drewbeatty,.50,key,green,blue,incongruent,upright,b,1,1091.0
70,stroop_drewbeatty,.50,key,red,blue,incongruent,upright,b,1,1260.0
71,stroop_drewbeatty,.50,key,red,red,congruent,upright,r,1,832.0
72,stroop_drewbeatty,.50,key,green,yellow,incongruent,upright,y,1,1657.0
73,stroop_drewbeatty,.50,key,yellow,orange,incongruent,upright,o,1,1045.0
74,stroop_drewbeatty,.50,key,blue,green,incongruent,upside_down,g,1,1096.0
75,stroop_drewbeatty,.50,key,orange,orange,congruent,upside_down,o,1,766.0
76,stroop_drewbeatty,.50,key,yellow,green,incongruent,upright,g,1,916.0
77,stroop_drewbeatty,.50,key,green,green,congruent,upside_down,g,1,654.0
78,stroop_drewbeatty,.50,key,red,green,incongruent,upside_down,g,1,997.0
79,stroop_drewbeatty,.50,key,red,yellow,incongruent,upright,y,1,903.0
80,stroop_drewbeatty,.50,key,orange,orange,congruent,upside_down,o,1,823.0
81,stroop_drewbeatty,.50,key,blue,blue,congruent,upright,b,1,957.0
82,stroop_drewbeatty,.50,key,blue,blue,congruent,upside_down,b,1,417.0
83,stroop_drewbeatty,.50,key,red,yellow,incongruent,upside_down,y,1,873.0
84,stroop_drewbeatty,.50,key,red,green,incongruent,upside_down,g,1,872.0
85,stroop_drewbeatty,.50,key,red,red,congruent,upright,r,1,663.0
86,stroop_drewbeatty,.50,key,orange,blue,incongruent,upright,b,1,1315.0
87,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upside_down,y,1,737.0
88,stroop_drewbeatty,.50,key,orange,blue,incongruent,upright,b,1,1255.0
89,stroop_drewbeatty,.50,key,yellow,yellow,congruent,upside_down,y,1,690.0
90,stroop_drewbeatty,.50,key,orange,orange,congruent,upside_down,o,1,815.0
91,stroop_drewbeatty,.50,key,red,green,incongruent,upright,g,1,1135.0
92,stroop_drewbeatty,.50,key,orange,blue,incongruent,upside_down,b,1,1185.0
93,stroop_drewbeatty,.50,key,orange,orange,congruent,upside_down,o,1,934.0
94,stroop_drewbeatty,.50,key,green,green,congruent,upside_down,g,1,711.0
95,stroop_drewbeatty,.50,key,red,orange,incongruent,upright,o,1,1050.0
96,stroop_drewbeatty,.50,key,yellow,red,incongruent,upright,r,1,1004.0
97,stroop_drewbeatty,.50,key,blue,green,incongruent,upright,b,0,1893.0
98,stroop_drewbeatty,.50,key,orange,red,incongruent,upright,r,1,1040.0
99,stroop_drewbeatty,.50,key,green,orange,incongruent,upright,o,1,1783.0
100,stroop_drewbeatty,.50,key,green,green,congruent,upside_down,g,1,939.0
1,stroop_ezgimelisa,.50,key,green,green,congruent,upside_down,g,1,723.0
2,stroop_ezgimelisa,.50,key,yellow,blue,incongruent,upright,b,1,971.0
3,stroop_ezgimelisa,.50,key,blue,green,incongruent,upside_down,g,1,978.0
4,stroop_ezgimelisa,.50,key,yellow,yellow,congruent,upside_down,y,1,834.0
5,stroop_ezgimelisa,.50,key,blue,blue,congruent,upright,b,1,694.0
6,stroop_ezgimelisa,.50,key,blue,yellow,incongruent,upright,y,1,767.0
7,stroop_ezgimelisa,.50,key,blue,yellow,incongruent,upside_down,y,1,623.0
8,stroop_ezgimelisa,.50,key,green,green,congruent,upside_down,g,1,624.0
9,stroop_ezgimelisa,.50,key,orange,red,incongruent,upside_down,r,1,1011.0
10,stroop_ezgimelisa,.50,key,yellow,yellow,congruent,upright,y,1,593.0
11,stroop_ezgimelisa,.50,key,yellow,yellow,congruent,upright,y,1,610.0
12,stroop_ezgimelisa,.50,key,red,blue,incongruent,upright,b,1,764.0
13,stroop_ezgimelisa,.50,key,red,orange,incongruent,upright,o,1,1613.0
14,stroop_ezgimelisa,.50,key,red,green,incongruent,upside_down,g,1,769.0
15,stroop_ezgimelisa,.50,key,orange,orange,congruent,upright,o,1,533.0
16,stroop_ezgimelisa,.50,key,green,green,congruent,upright,g,1,468.0
17,stroop_ezgimelisa,.50,key,orange,orange,congruent,upright,o,1,775.0
18,stroop_ezgimelisa,.50,key,red,red,congruent,upside_down,r,1,767.0
19,stroop_ezgimelisa,.50,key,red,blue,incongruent,upside_down,b,1,874.0
20,stroop_ezgimelisa,.50,key,yellow,green,incongruent,upside_down,g,1,625.0
21,stroop_ezgimelisa,.50,key,yellow,blue,incongruent,upright,b,1,877.0
22,stroop_ezgimelisa,.50,key,green,green,congruent,upright,g,1,551.0
23,stroop_ezgimelisa,.50,key,green,green,congruent,upright,g,1,429.0
24,stroop_ezgimelisa,.50,key,orange,orange,congruent,upright,o,1,495.0
25,stroop_ezgimelisa,.50,key,blue,orange,incongruent,upright,o,1,418.0
26,stroop_ezgimelisa,.50,key,green,green,congruent,upside_down,g,1,472.0
27,stroop_ezgimelisa,.50,key,orange,orange,congruent,upside_down,g,0,525.0
28,stroop_ezgimelisa,.50,key,orange,orange,congruent,upside_down,o,1,723.0
29,stroop_ezgimelisa,.50,key,orange,red,incongruent,upside_down,r,1,593.0
30,stroop_ezgimelisa,.50,key,green,yellow,incongruent,upside_down,y,1,1211.0
31,stroop_ezgimelisa,.50,key,blue,blue,congruent,upright,b,1,614.0
32,stroop_ezgimelisa,.50,key,blue,blue,congruent,upright,b,1,601.0
33,stroop_ezgimelisa,.50,key,orange,orange,congruent,upside_down,o,1,561.0
34,stroop_ezgimelisa,.50,key,red,red,congruent,upright,r,1,595.0
35,stroop_ezgimelisa,.50,key,blue,blue,congruent,upside_down,b,1,552.0
36,stroop_ezgimelisa,.50,key,orange,blue,incongruent,upside_down,b,1,716.0
37,stroop_ezgimelisa,.50,key,blue,blue,congruent,upside_down,b,1,543.0
38,stroop_ezgimelisa,.50,key,red,orange,incongruent,upside_down,o,1,965.0
39,stroop_ezgimelisa,.50,key,orange,yellow,incongruent,upright,y,1,788.0
40,stroop_ezgimelisa,.50,key,yellow,orange,incongruent,upside_down,o,1,761.0
41,stroop_ezgimelisa,.50,key,blue,blue,congruent,upright,b,1,644.0
42,stroop_ezgimelisa,.50,key,orange,yellow,incongruent,upside_down,y,1,740.0
43,stroop_ezgimelisa,.50,key,yellow,blue,incongruent,upright,b,1,1150.0
44,stroop_ezgimelisa,.50,key,yellow,red,incongruent,upright,r,1,1240.0
45,stroop_ezgimelisa,.50,key,orange,orange,congruent,upside_down,o,1,1879.0
46,stroop_ezgimelisa,.50,key,red,blue,incongruent,upside_down,r,0,662.0
47,stroop_ezgimelisa,.50,key,orange,orange,congruent,upright,o,1,678.0
48,stroop_ezgimelisa,.50,key,yellow,yellow,congruent,upright,y,1,581.0
49,stroop_ezgimelisa,.50,key,green,orange,incongruent,upright,o,1,1465.0
50,stroop_ezgimelisa,.50,key,yellow,orange,incongruent,upright,o,1,409.0
51,stroop_ezgimelisa,.50,key,yellow,blue,incongruent,upside_down,b,1,795.0
52,stroop_ezgimelisa,.50,key,red,red,congruent,upside_down,r,1,531.0
53,stroop_ezgimelisa,.50,key,blue,blue,congruent,upright,r,0,476.0
54,stroop_ezgimelisa,.50,key,yellow,red,incongruent,upright,r,1,562.0
55,stroop_ezgimelisa,.50,key,blue,green,incongruent,upside_down,g,1,914.0
56,stroop_ezgimelisa,.50,key,yellow,red,incongruent,upside_down,r,1,776.0
57,stroop_ezgimelisa,.50,key,blue,red,incongruent,upside_down,r,1,1850.0
58,stroop_ezgimelisa,.50,key,green,red,incongruent,upside_down,r,1,421.0
59,stroop_ezgimelisa,.50,key,orange,red,incongruent,upside_down,r,1,336.0
60,stroop_ezgimelisa,.50,key,blue,red,incongruent,upside_down,r,1,339.0
61,stroop_ezgimelisa,.50,key,green,yellow,incongruent,upright,o,0,617.0
62,stroop_ezgimelisa,.50,key,red,blue,incongruent,upright,b,1,1015.0
63,stroop_ezgimelisa,.50,key,orange,yellow,incongruent,upside_down,y,1,1286.0
64,stroop_ezgimelisa,.50,key,blue,red,incongruent,upright,r,1,1602.0
65,stroop_ezgimelisa,.50,key,blue,blue,congruent,upside_down,b,1,582.0
66,stroop_ezgimelisa,.50,key,yellow,green,incongruent,upside_down,g,1,784.0
67,stroop_ezgimelisa,.50,key,orange,orange,congruent,upside_down,o,1,502.0
68,stroop_ezgimelisa,.50,key,yellow,yellow,congruent,upright,y,1,362.0
69,stroop_ezgimelisa,.50,key,orange,orange,congruent,upside_down,o,1,480.0
70,stroop_ezgimelisa,.50,key,blue,blue,congruent,upside_down,b,1,583.0
71,stroop_ezgimelisa,.50,key,yellow,blue,incongruent,upside_down,b,1,757.0
72,stroop_ezgimelisa,.50,key,green,yellow,incongruent,upright,y,1,647.0
73,stroop_ezgimelisa,.50,key,yellow,orange,incongruent,upside_down,o,1,1067.0
74,stroop_ezgimelisa,.50,key,red,green,incongruent,upside_down,g,1,905.0
75,stroop_ezgimelisa,.50,key,orange,orange,congruent,upright,o,1,582.0
76,stroop_ezgimelisa,.50,key,red,red,congruent,upright,r,1,563.0
